,L9,L13
0,0.007541658,0.007837007
1,0.01161476,0.01237054
2,0.01678764,0.01625604
3,0.02075836,0.01952884
4,0.02414594,0.02447042
5,0.02753953,0.02847064
6,0.03099809,0.03181852
7,0.03445409,0.03516831
8,0.03792729,0.0385788
9,0.04137925,0.04192882
10,0.0449146,0.04526637
11,0.04841269,0.04865161
12,0.05195007,0.05197487
13,0.05544174,0.05692253
14,0.05898771,0.06100789
15,0.06266887,0.06435168
16,0.06622925,0.06769556
17,0.06974395,0.07441186
18,0.07328327,0.07778098
19,0.07702079,0.08116396
20,0.08052089,0.0881995
21,0.08570617,0.0923894
22,0.08963981,0.09581421
23,0.09407927,0.09924332
24,0.09820204,0.1026394
25,0.1017856,0.1060431
26,0.1070419,0.1094206
27,0.1112273,0.1127915
28,0.1148168,0.1161831
29,0.1184086,0.119606
30,0.1220023,0.1230373
31,0.1255918,0.1264495
32,0.1292607,0.1298516
33,0.1328336,0.1332721
34,0.1366668,0.1366725
35,0.1401959,0.1400784
36,0.1439105,0.1434703
37,0.1475731,0.1485246
38,0.1528543,0.1526432
39,0.1570229,0.1560769
40,0.1606397,0.1594474
41,0.1643023,0.162906
42,0.1679022,0.1663207
43,0.1715357,0.1731998
44,0.1752126,0.1766478
45,0.1788147,0.1800497
46,0.1826378,0.1835056
47,0.186169,0.1869204
48,0.1898502,0.1919227
49,0.1934918,0.1960892
50,0.1972314,0.1995182
51,0.2009705,0.202918
52,0.204646,0.2079621
53,0.2082101,0.2120348
54,0.2118252,0.2154579
55,0.2154377,0.2207514
56,0.2191519,0.2248934
57,0.2227481,0.2283373
58,0.2263665,0.2317642
59,0.2300064,0.2352785
60,0.2336355,0.2386893
61,0.2372936,0.2421286
62,0.2409607,0.2455499
63,0.2464269,0.2489705
64,0.250373,0.2523475
65,0.2541187,0.2558143
66,0.2586459,0.2601079
67,0.2627667,0.2643057
68,0.2663376,0.2684166
69,0.2700813,0.2718645
70,0.2736273,0.2753559
71,0.2772957,0.2787916
72,0.2808875,0.2822329
73,0.2845231,0.2856352
74,0.2881566,0.2891162
75,0.2917876,0.2925622
76,0.2954731,0.2960165
77,0.2991417,0.2994663
78,0.3027461,0.3029436
79,0.3063709,0.3064184
80,0.3099795,0.3098854
81,0.3136331,0.3133413
82,0.3173876,0.3167683
83,0.3209376,0.320181
84,0.3246168,0.3236662
85,0.3282376,0.3271163
86,0.3318816,0.3305579
87,0.3354647,0.3339539
88,0.3391377,0.3374515
