,L7,L9
0,0.007537557,0.007541658
1,0.01158771,0.01161476
2,0.01686264,0.01678764
3,0.02076879,0.02075836
4,0.02429597,0.02414594
5,0.02941464,0.02753953
6,0.03358553,0.03099809
7,0.03700624,0.03445409
8,0.04209619,0.03792729
9,0.04631692,0.04137925
10,0.04979787,0.0449146
11,0.05510414,0.04841269
12,0.05916634,0.05195007
13,0.06263132,0.05544174
14,0.06613294,0.05898771
15,0.06969815,0.06266887
16,0.07318732,0.06622925
17,0.07672931,0.06974395
18,0.08028359,0.07328327
19,0.08384399,0.07702079
20,0.08741889,0.08052089
21,0.09189992,0.08570617
22,0.09581053,0.08963981
23,0.09935209,0.09407927
24,0.1029104,0.09820204
25,0.1064919,0.1017856
26,0.1101815,0.1070419
27,0.1136835,0.1112273
28,0.1173288,0.1148168
29,0.1208856,0.1184086
30,0.12445,0.1220023
31,0.1280273,0.1255918
32,0.1316148,0.1292607
33,0.1369272,0.1328336
34,0.1409417,0.1366668
35,0.1445878,0.1401959
36,0.1482418,0.1439105
37,0.151802,0.1475731
38,0.155498,0.1528543
39,0.159023,0.1570229
40,0.1625958,0.1606397
41,0.1662293,0.1643023
42,0.1698481,0.1679022
43,0.1743317,0.1715357
44,0.1784189,0.1752126
45,0.1838751,0.1788147
46,0.1879607,0.1826378
47,0.1916188,0.186169
48,0.1952877,0.1898502
49,0.1988896,0.1934918
50,0.2025501,0.1972314
51,0.2061292,0.2009705
52,0.2098418,0.204646
53,0.2135211,0.2082101
54,0.2170711,0.2118252
55,0.2208294,0.2154377
56,0.224417,0.2191519
57,0.2280316,0.2227481
58,0.231596,0.2263665
59,0.2351898,0.2300064
60,0.2388293,0.2336355
61,0.2424334,0.2372936
62,0.2460335,0.2409607
63,0.2496418,0.2464269
64,0.2532773,0.250373
65,0.2569128,0.2541187
66,0.2604878,0.2586459
67,0.2641294,0.2627667
68,0.2678462,0.2663376
69,0.2714441,0.2700813
70,0.2750646,0.2736273
71,0.2787149,0.2772957
72,0.2823273,0.2808875
73,0.2860022,0.2845231
74,0.28965,0.2881566
75,0.293242,0.2917876
76,0.2970983,0.2954731
77,0.3006294,0.2991417
78,0.3042879,0.3027461
79,0.3079003,0.3063709
80,0.3115649,0.3099795
81,0.3152044,0.3136331
82,0.3188585,0.3173876
83,0.322473,0.3209376
84,0.3261356,0.3246168
85,0.3297775,0.3282376
86,0.3335317,0.3318816
87,0.3370876,0.3354647
88,0.3416107,0.3391377
89,0.345594,0.3428233
90,0.3492459,0.3464293
91,0.3565462,0.3500814
92,0.3606689,0.3553855
93,0.3660127,0.3595418
94,0.3701395,0.3631858
95,0.3738212,0.3668084
96,0.3774415,0.3704293
97,0.3810898,0.3741356
98,0.3864394,0.377717
99,0.3904651,0.3813378
100,0.394198,0.3849566
101,0.3978711,0.3886504
102,0.4014585,0.3923646
103,0.4051044,0.3960129
104,0.4087125,0.3996398
105,0.4123647,0.4033355
106,0.4159477,0.4069211
107,0.4195814,0.4105732
108,0.4232833,0.4141647
109,0.4268816,0.417792
110,0.4305462,0.4232336
111,0.434144,0.4272773
112,0.4377418,0.4309709
113,0.4414796,0.4345855
114,0.4451146,0.4398522
115,0.4486983,0.443994
116,0.4523416,0.4476523
117,0.4559689,0.4513837
118,0.4596561,0.4551523
119,0.4633213,0.4586837
120,0.466873,0.4622793
121,0.4704963,0.4659982
122,0.4741338,0.4696566
123,0.4777879,0.4732566
124,0.481421,0.4768501
125,0.4850648,0.482296
126,0.4887043,0.4866567
127,0.4923294,0.4902398
128,0.49595,0.4938356
129,0.4998359,0.4974815
130,0.5033814,0.5010838
131,0.5070921,0.5046877
132,0.5107418,0.5091752
133,0.5144129,0.5132608
134,0.5180335,0.516844
135,0.5216568,0.5204668
136,0.525325,0.5241045
137,0.5289146,0.5277671
138,0.5325378,0.5313649
139,0.5362293,0.5350108
140,0.5398192,0.5386752
141,0.5434169,0.5422587
142,0.547067,0.5459274
143,0.5507086,0.5495692
144,0.5543213,0.5531774
145,0.5580149,0.556744
146,0.5616525,0.5603148
147,0.5653,0.5639606
148,0.5688919,0.5712234
149,0.5725064,0.5753505
150,0.5761232,0.5789811
151,0.5797626,0.5825797
152,0.5833315,0.5861874
153,0.5871732,0.5898191
154,0.5908463,0.5933915
155,0.5945399,0.597019
156,0.5981942,0.6006185
157,0.6018023,0.604292
158,0.6054671,0.6078666
159,0.6091648,0.6114898
160,0.6128379,0.6150874
161,0.6166233,0.6187379
162,0.6202315,0.6224254
163,0.6256607,0.626017
164,0.6298797,0.6296605
165,0.6335149,0.6333796
166,0.637115,0.6369437
167,0.6408441,0.6406004
168,0.6444213,0.6442041
169,0.6480983,0.6477939
170,0.651688,0.6514584
171,0.6553022,0.6550359
172,0.6589942,0.6586604
173,0.6625919,0.6622919
174,0.6663525,0.6658502
175,0.66999,0.6694441
176,0.6736317,0.6739379
177,0.677263,0.6781918
178,0.6810485,0.6817297
179,0.6847088,0.6853356
180,0.6883402,0.688938
181,0.6938232,0.6944354
182,0.6977839,0.6984527
183,0.7014338,0.7020356
184,0.705067,0.7056297
185,0.708742,0.7092544
186,0.7124255,0.7129024
187,0.7160025,0.7165251
188,0.7196046,0.7201629
189,0.723219,0.7239105
190,0.7268546,0.7275106
191,0.7304714,0.7311669
192,0.7341234,0.7365398
193,0.7377859,0.7405858
194,0.741386,0.7442001
195,0.7449774,0.7479172
196,0.7486274,0.7516126
197,0.7522922,0.7552296
198,0.7559649,0.7588149
199,0.762563,0.7624941
200,0.7667087,0.7660961
201,0.7704128,0.7696984
202,0.7778381,0.7734523
203,0.7819334,0.7771961
204,0.7855296,0.7808231
205,0.7891583,0.7845733
206,0.7927753,0.7881253
207,0.7963666,0.7917109
208,0.7999443,0.7954774
209,0.8036084,0.7991089
210,0.8073171,0.802792
211,0.8110048,0.8063986
212,0.8146422,0.8100651
213,0.818271,0.8136837
214,0.8219193,0.8173315
215,0.8255356,0.8209316
216,0.8291856,0.8245835
217,0.8328938,0.8282235
218,0.8365359,0.8318463
219,0.840175,0.83544
220,0.8438215,0.8390651
221,0.8474815,0.8445793
222,0.8510547,0.8485609
223,0.854636,0.8521776
224,0.8582777,0.8557588
225,0.8619336,0.8594006
226,0.8657066,0.8631318
227,0.8692939,0.8667463
228,0.872969,0.8703337
229,0.8767065,0.8740129
230,0.8822002,0.8777357
231,0.8863338,0.8813339
232,0.8899356,0.8850006
233,0.8935443,0.8886109
234,0.8973044,0.8921942
235,0.9009069,0.8957775
236,0.9045005,0.8993734
237,0.9081608,0.9029757
238,0.9117481,0.9066694
239,0.9153506,0.9103005
240,0.9189899,0.9139148
241,0.9226859,0.9175525
242,0.9272296,0.9211691
243,0.9313357,0.9247859
244,0.9349297,0.9283652
245,0.9385357,0.9319838
246,0.9421319,0.9355899
247,0.9457483,0.93924
248,0.9511898,0.9429817
249,0.9553611,0.9465879
250,0.9589712,0.9502173
251,0.9626046,0.953988
252,0.9662962,0.9576044
253,0.9700025,0.9630504
254,0.9736752,0.9672567
255,0.9773901,0.9708795
256,0.9828628,0.9761319
257,0.9870736,0.9802631
258,0.9906836,0.9838399
259,0.9944276,0.9874588
260,0.9980087,0.9910713
261,1.001678,0.9947212
262,1.005382,0.9983715
263,1.00903,1.002053
264,1.012598,1.005711
265,1.016348,1.009355
266,1.019992,1.012974
267,1.023567,1.0166
268,1.027261,1.020213
269,1.032582,1.023813
270,1.036827,1.029151
271,1.040522,1.034688
272,1.044078,1.038819
273,1.047742,1.042463
274,1.051371,1.046048
275,1.05508,1.049632
276,1.058832,1.053244
277,1.062444,1.057026
278,1.066086,1.060565
279,1.069915,1.064183
280,1.07348,1.067873
281,1.077101,1.071467
282,1.080759,1.075119
283,1.084444,1.078705
284,1.088048,1.082276
285,1.091694,1.085919
286,1.095336,1.089511
287,1.099055,1.093205
288,1.102715,1.096836
289,1.106346,1.100432
290,1.110044,1.104101
291,1.113692,1.107719
292,1.119017,1.111415
293,1.123165,1.114976
294,1.126763,1.118673
295,1.130461,1.12239
296,1.134013,1.125944
297,1.137676,1.129586
298,1.143149,1.133188
299,1.147272,1.136794
300,1.151098,1.140392
301,1.154661,1.144015
302,1.158515,1.147646
303,1.162178,1.151294
304,1.165819,1.154894
305,1.169411,1.15854
306,1.173015,1.162151
307,1.176721,1.165782
308,1.182005,1.169367
309,1.186196,1.172959
310,1.189836,1.176584
311,1.193488,1.18019
312,1.197051,1.183809
313,1.200686,1.18745
314,1.204284,1.191171
315,1.207942,1.196692
316,1.211563,1.200753
317,1.215211,1.204311
318,1.21889,1.207952
319,1.222582,1.211586
320,1.226213,1.215209
321,1.23004,1.218847
322,1.233578,1.222405
