,L13,L16
0,0.01237054,0.007470076
1,0.01625604,0.01180558
2,0.01952884,0.01712011
3,0.02447042,0.02104091
4,0.02847064,0.02443049
5,0.03181852,0.02782641
6,0.03516831,0.03311594
7,0.0385788,0.03698434
8,0.04865161,0.04063023
9,0.05692253,0.04405544
10,0.08116396,0.04754297
11,0.09581421,0.05113053
12,0.09924332,0.05462833
13,0.1026394,0.06008239
14,0.1060431,0.06398643
15,0.1127915,0.0674741
16,0.1161831,0.07104911
17,0.119606,0.07459299
18,0.1230373,0.07975346
19,0.1264495,0.08392409
20,0.1298516,0.08751383
21,0.1400784,0.09200758
22,0.1434703,0.09587183
23,0.1485246,0.09940969
24,0.1526432,0.1029427
25,0.1560769,0.1065513
26,0.1594474,0.1100552
27,0.162906,0.1137114
28,0.1731998,0.1172449
29,0.1766478,0.1224971
30,0.1800497,0.1265743
31,0.1835056,0.1302199
32,0.1919227,0.1337864
33,0.1960892,0.1374323
34,0.1995182,0.1410386
35,0.202918,0.1446617
36,0.2079621,0.1482263
37,0.2120348,0.1519178
38,0.2154579,0.1555182
39,0.2207514,0.1592304
40,0.2248934,0.162795
41,0.2283373,0.1664134
42,0.2317642,0.1718821
43,0.2352785,0.1764763
44,0.2421286,0.1800613
45,0.2455499,0.1836407
46,0.2489705,0.187255
47,0.2523475,0.1908303
48,0.2558143,0.1944639
49,0.2601079,0.1980908
50,0.2643057,0.2016886
51,0.2684166,0.2053388
52,0.2718645,0.2090676
53,0.2753559,0.2126951
54,0.2787916,0.2162596
55,0.2822329,0.2199369
56,0.2856352,0.2236303
57,0.2891162,0.2272114
58,0.2925622,0.2308262
59,0.2960165,0.2343844
60,0.2994663,0.2380639
61,0.3029436,0.241624
62,0.3064184,0.2452681
63,0.3098854,0.2488285
64,0.3133413,0.2524994
65,0.3167683,0.2561765
66,0.320181,0.2607014
67,0.3236662,0.2647366
68,0.3271163,0.2683682
69,0.3305579,0.2720408
70,0.3339539,0.2756679
71,0.3374515,0.2793658
72,0.3409038,0.2828953
73,0.3443351,0.2865118
74,0.3478125,0.290068
75,0.3512519,0.2937178
76,0.354729,0.2989284
77,0.3582228,0.3031327
78,0.3616643,0.3067699
79,0.3650767,0.3103741
80,0.3685751,0.3139742
81,0.372006,0.3176931
82,0.3754208,0.321268
83,0.3788833,0.324893
84,0.3822997,0.3284806
85,0.3857375,0.3320763
86,0.3891208,0.3357848
87,0.3926728,0.3393639
88,0.3994478,0.3438348
89,0.4029166,0.3480078
90,0.4063751,0.3541929
91,0.4097769,0.3580787
92,0.4132603,0.3617139
93,0.4166958,0.3653515
94,0.4201726,0.3689952
95,0.4329813,0.3726223
96,0.4364207,0.3762827
97,0.4398748,0.3798328
98,0.4433062,0.3834118
99,0.4467893,0.3869909
100,0.4501998,0.3905931
101,0.4537603,0.394293
102,0.4571893,0.3978828
103,0.4709957,0.4014849
