,L2,L3
0,0.007532892,0.007530826
1,0.01147856,0.01153719
2,0.01658681,0.01487473
3,0.02051809,0.01982663
4,0.02391174,0.02398296
5,0.02888056,0.02749526
6,0.03306606,0.03094558
7,0.03649928,0.03803096
8,0.03989735,0.04214976
9,0.04334744,0.04565136
10,0.04678264,0.04908913
11,0.05028053,0.05255566
12,0.05371381,0.05604734
13,0.05718896,0.05951001
14,0.06062189,0.06304121
15,0.06411798,0.06656836
16,0.06764514,0.07003288
17,0.07115733,0.07358309
18,0.0746683,0.07713266
19,0.07814957,0.08061643
20,0.08181173,0.08417667
21,0.08527451,0.0876976
22,0.08877657,0.09211008
23,0.09314726,0.09598281
24,0.09730753,0.09953073
25,0.1008702,0.1030996
26,0.104445,0.1067331
27,0.1079432,0.1103372
28,0.1114826,0.1139262
29,0.1150849,0.1175017
30,0.120191,0.1210494
31,0.1243471,0.1246807
32,0.1278725,0.1282456
33,0.131418,0.1318184
34,0.1348743,0.1354013
35,0.1384493,0.1389204
36,0.1420246,0.1425371
37,0.1455555,0.1478056
38,0.1490579,0.151908
39,0.1525662,0.1555098
40,0.1561682,0.1590724
41,0.1596204,0.1626682
42,0.163262,0.1662768
43,0.1667307,0.1698474
44,0.1702786,0.173408
45,0.1738888,0.1770186
46,0.1774285,0.1806477
47,0.1809826,0.1842017
48,0.1845118,0.1878081
49,0.188089,0.1915058
50,0.1916475,0.1951206
51,0.1951704,0.198741
52,0.198737,0.2023747
53,0.202333,0.2059349
54,0.2058723,0.2094788
55,0.2094953,0.2130766
56,0.2130261,0.2167622
57,0.216587,0.2203933
58,0.2201595,0.2240499
59,0.2237703,0.2276911
60,0.2273224,0.2313809
61,0.2324763,0.2349101
62,0.2365932,0.2385665
63,0.2401638,0.2421577
64,0.2437724,0.2457518
65,0.247297,0.249418
66,0.2508828,0.2530706
67,0.2543741,0.2575601
68,0.2588074,0.2614478
69,0.2629891,0.265031
70,0.2666184,0.2686101
71,0.270233,0.2722893
72,0.2738325,0.2758412
73,0.2774014,0.2794622
74,0.281068,0.2830788
75,0.284539,0.2866166
76,0.288093,0.2902954
77,0.2916309,0.2940041
78,0.2952034,0.2975645
79,0.2988309,0.301181
80,0.3023747,0.3047853
81,0.3058975,0.3084124
82,0.3094056,0.3120622
83,0.3129143,0.3157018
84,0.3180639,0.3192704
85,0.3221724,0.3228308
86,0.3256952,0.3265311
87,0.3292351,0.3301374
88,0.3328475,0.333754
89,0.3364476,0.3374374
90,0.3399951,0.3410185
91,0.3435997,0.3446894
92,0.3471554,0.3482333
93,0.3507016,0.3518749
94,0.3568121,0.3573684
95,0.360818,0.361202
96,0.3659974,0.3648873
97,0.370139,0.3685395
98,0.3736974,0.3738602
99,0.3772638,0.3779874
100,0.3808536,0.381679
101,0.3843723,0.3852914
102,0.3879287,0.3888976
103,0.3914953,0.394256
104,0.3950789,0.3983203
105,0.3986078,0.4019101
106,0.4021288,0.4054349
107,0.405662,0.4090497
108,0.4092643,0.412666
109,0.4144185,0.4162956
110,0.4186891,0.4199391
111,0.4221912,0.4235706
112,0.4257016,0.4272516
113,0.4291725,0.4309164
114,0.4327308,0.4345079
115,0.4363247,0.4381499
116,0.4398329,0.441802
117,0.4434228,0.4454038
118,0.4470246,0.4490581
119,0.4522329,0.4527766
120,0.4563059,0.4580995
121,0.4598433,0.4622812
122,0.4634268,0.4659411
123,0.4669997,0.4696165
